"ar_millio" "alapterulet_m" "szobak_n" "cim" "ingatlan_allapota" "epites_eve" "komfort" "energiatanusitvany" "emelet" "epulet_szintjei" "lift" "belmagassag" "futes" "akadalymentesitett" "furdo_es_wc" "tajolas" "kilatas" "kertkapcsolatos" "tetoter" "parkolas" "erkely" "panelprogram" "legkondicionalo" "rezsikoltseg"
"11" "37.3" "43" "2" " 14. kerület, Szugló utca " "újszeru" "2019" "összkomfortos" "nincs megadva" "3" "5" "van" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" "igen" "egy helyiségben" "délnyugat" "udvari" "nincs megadva" "nem tetotéri" "utca, közterület - ingyenes" "7 m²" NA "nincs" NA
"12" "24.5" "64" "2" " 10. kerület, Kobánya – Óhegy " "közepes állapotú" "1950-1980 között" "összkomfortos" "nincs megadva" "földszint" "3" "nincs megadva" "3 m vagy magasabb" "gáz (cirko)" "nem" "egy helyiségben" "délnyugat" "udvari" "nincs megadva" "nincs megadva" "utca, közterület" NA NA NA "30 000 Ft/hó"
"13" "119.5" "152" "4" " 2. kerület, Csévi utca " "jó állapotú" NA "duplakomfortos" "nincs megadva" "1" "nincs megadva" "nincs megadva" "3 m-nél alacsonyabb" "gáz (cirko)" "nincs megadva" "nincs megadva" "délkelet" "panorámás" "nincs megadva" "nem tetotéri" "udvari beálló - benne van az árban" NA NA "van" NA
"14" "21.9" "35" "1" " 15. kerület, Neptun utca " "felújítandó" "1950-1980 között" "összkomfortos" "nincs megadva" "1" "10" "van" "3 m-nél alacsonyabb" "távfutés" "igen" "egy helyiségben" "délnyugat" "utcai" "nem" "nem tetotéri" "utca, közterület - ingyenes" NA "nem vett részt" "nincs" NA
"15" "43.5" "48" "1" " 11. kerület, Fadrusz utca " "felújítandó" NA "összkomfortos" "nincs megadva" "5" "6" "van" "nincs megadva" "nincs megadva" "nincs megadva" "egy helyiségben" "nincs megadva" "utcai" "nincs megadva" "nem tetotéri" "nincs megadva" "4 m²" NA NA NA
"16" "139" "132" "3" " 5. kerület, Akadémia utca " "felújított" "1950 elott" "összkomfortos" "nincs megadva" "1" "4" "van" "3 m vagy magasabb" "házközponti" "nem" "külön és egyben is" "nyugat" "utcai" "nem" "nem tetotéri" "utca, közterület" NA NA NA NA
"17" "21.5" "38" "1" " 10. kerület, Kápolna utca " "felújítandó" "1981-2000 között" "összkomfortos" "nincs megadva" "2" "7" "van" "3 m-nél alacsonyabb" "nincs megadva" "nem" "külön helyiségben" "délnyugat" "utcai" "nem" NA "utca, közterület - ingyenes" NA NA "nincs" "30 000 Ft/hó"
"18" "49.9" "66" "2" " 7. kerület, Király utca " "közepes állapotú" NA "összkomfortos" "nincs megadva" "1" "nincs megadva" "nincs" "3 m vagy magasabb" "gáz (konvektor)" "nincs megadva" "nincs megadva" "kelet" "utcai" "nincs megadva" "nincs megadva" "nincs megadva" NA NA NA NA
"19" "79.9" "92" "4" " 2. kerület, II/A kerület – Máriaremete " "jó állapotú" NA "összkomfortos" "nincs megadva" "földszint" "2" "nincs megadva" "3 m-nél alacsonyabb" "gáz (cirko)" "nincs megadva" "külön helyiségben" "nyugat" "kertre nézo" "igen" "nincs megadva" "önálló garázs - benne van az árban" "32 m²" NA "van" NA
"20" "58.9" "83" "3" " 1. kerület, Krisztinaváros – Váralja " "közepes állapotú" "1950 elott" "nincs megadva" "nincs megadva" "1" "nincs megadva" "nincs" "3 m vagy magasabb" "gáz (konvektor)" "nincs megadva" "nincs megadva" "nyugat" "udvari" "nincs megadva" "nem tetotéri" "nincs megadva" NA NA NA NA
