"ar_millio" "alapterulet_m" "szobak_n" "cim" "ingatlan_allapota" "komfort" "energiatanusitvany" "emelet" "epulet_szintjei" "lift" "belmagassag" "futes" "legkondicionalo" "akadalymentesitett" "furdo_es_wc" "tajolas" "kilatas" "kertkapcsolatos" "tetoter" "parkolas" "epites_eve" "erkely" "rezsikoltseg" "panelprogram"
"11" "47.9" "64" "2" " 11. kerület, Nándorfejérvári út 8. C " "felújított" "összkomfortos" "nincs megadva" "4" "4" "nincs" "3 m-nél alacsonyabb" "gáz (cirko)" "van" "nincs megadva" "külön helyiségben" "nincs megadva" "nincs megadva" "nem" "legfelso emelet, nem tetotéri" "utca, közterület - ingyenes" "1981-2000 között" "4 m²" "32 000 Ft/hó" NA
"12" "49.9" "78" "2" " 14. kerület, Besnyoi utca " "jó állapotú" "nincs megadva" "nincs megadva" "1" "nincs megadva" "van" "3 m vagy magasabb" "gáz (konvektor)" NA "nincs megadva" "nincs megadva" "délnyugat" "nincs megadva" "nincs megadva" "nem tetotéri" "nincs megadva" "1950 elott" "6 m²" NA NA
"13" "25.9" "53" "2" " 21. kerület, Vénusz utca " "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "távfutés" NA "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" NA "nincs megadva" NA NA NA NA
"14" "19.38" "28" "1" " 8. kerület, Karácsony Sándor utca 14. " "jó állapotú" "nincs megadva" "nincs megadva" "földszint" "földszintes" "nincs" "3 m vagy magasabb" "gáz (konvektor)" "van" "nincs megadva" "egy helyiségben" "nincs megadva" "utcai" "igen" "nem tetotéri" "nincs megadva" NA NA NA NA
"15" "45" "72" "2" " 12. kerület, Városmajor utca " "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" NA NA NA NA
"16" "25" "38" "1" " 10. kerület, Korösi Csoma Sándor út 1. " "újszeru" "nincs megadva" "nincs megadva" "1" "nincs megadva" "van" "3 m-nél alacsonyabb" "távfutés" "nincs" "nincs megadva" "külön helyiségben" "nincs megadva" "utcai" "nincs megadva" "nincs megadva" "utca, közterület - ingyenes" NA NA NA "nincs megadva"
"17" "28.95" "71" "3" " 15. kerület, Drégelyvár utca " "jó állapotú" "összkomfortos" "nincs megadva" "7" "10" "van" "3 m-nél alacsonyabb" "távfutés" "nincs" "igen" "külön helyiségben" "délnyugat" "panorámás" "nem" "nem tetotéri" "utca, közterület - ingyenes" "1950-1980 között" "4 m²" "12 200 Ft/hó" "nem vett részt"
"18" "22.9" "28" "1" " 13. kerület, Pap Károly utca " "nincs megadva" "nincs megadva" "nincs megadva" "1" "4" "nincs" "3 m vagy magasabb" "gáz (konvektor)" "nincs" "nincs megadva" "egy helyiségben" "nincs megadva" "utcai" "nem" "nem tetotéri" "utca, közterület" NA NA NA NA
"19" "32.9" "44" "1" " 13. kerület, Hegedus Gyula utca " "jó állapotú" "nincs megadva" "nincs megadva" "5" "5" "van" "3 m-nél alacsonyabb" "gáz (cirko)" NA "nincs megadva" "egy helyiségben" "dél" "udvari" "nem" "nem tetotéri" "nincs megadva" "1950 elott" NA NA NA
"20" "149" "126" "3" " 6. kerület, Andrássy út " "jó állapotú" "összkomfortos" "nincs megadva" "3" "5" "van" "nincs megadva" "gáz (cirko)" NA "nincs megadva" "nincs megadva" "nincs megadva" "utcai" "nincs megadva" "nem tetotéri" "nincs megadva" "1950 elott" NA NA NA
