"ar_millio" "alapterulet_m" "szobak_n" "cim" "ingatlan_allapota" "epites_eve" "komfort" "energiatanusitvany" "emelet" "epulet_szintjei" "lift" "belmagassag" "futes" "legkondicionalo" "akadalymentesitett" "furdo_es_wc" "tajolas" "kilatas" "kertkapcsolatos" "tetoter" "parkolas" "rezsikoltseg" "erkely" "panelprogram" "parkolohely_ara"
"11" "29.9" "47" "2" " 16. kerület, Újmátyásföld – Centenáriumi lakótelep " "közepes állapotú" NA "összkomfortos" "nincs megadva" "1" "4" "nincs" "3 m-nél alacsonyabb" "gáz (konvektor)" NA "nincs megadva" "nincs megadva" "délnyugat" "kertre nézo" "nem" NA "utca, közterület" NA NA NA NA
"12" "19.9" "30" "1" " 15. kerület, Pestújhely " "jó állapotú" "1950 elott" "összkomfortos" "nincs megadva" "földszint" "földszintes" "nincs" "3 m-nél alacsonyabb" "gáz (konvektor)" "nincs" "igen" "egy helyiségben" "nyugat" "utcai" "igen" "nem tetotéri" "utca, közterület - ingyenes" NA NA NA NA
"13" "19.9" "39" "1" " 10. kerület, Liget utca " "közepes állapotú" "1950 elott" "összkomfortos" "nincs megadva" "földszint" "2" "nincs" "3 m vagy magasabb" "gáz (konvektor)" "nincs" "igen" "egy helyiségben" "nyugat" "utcai" "igen" "nem tetotéri" "utca, közterület - ingyenes" NA NA NA NA
"14" "34.5" "55" "2" " 3. kerület, Kaszásduloi lakótelep " "jó állapotú" "1950-1980 között" "összkomfortos" "nincs megadva" "4" "4" "nincs" "3 m-nél alacsonyabb" "távfutés" NA "nem" "nincs megadva" "délnyugat" "panorámás" "nem" "nem tetotéri" "utca, közterület" NA "6 m²" "nincs megadva" NA
"15" "37.9" "60" "2" " 11. kerület, Fehérvári út " "felújítandó" "1950-1980 között" "összkomfortos" "nincs megadva" "földszint" "10" "van" "3 m-nél alacsonyabb" "távfutés egyedi méréssel" NA "igen" "külön helyiségben" "nincs megadva" "kertre nézo" "nem" "nem tetotéri" "utca, közterület - ingyenes" NA "4 m²" "nem vett részt" NA
"16" "31.9" "32" "1" " 11. kerület, Kosztolányi Dezso tér " "felújított" "1950 elott" "összkomfortos" "nincs megadva" "földszint" "4" "nincs megadva" "3 m-nél alacsonyabb" "egyéb" "van" "nincs megadva" "egy helyiségben" "délnyugat" "kertre nézo" "igen" "nem tetotéri" "utca, közterület - fizetos övezet" NA NA NA NA
"17" "36.9" "67" "3" " 8. kerület, Századosnegyed " "közepes állapotú" NA "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" NA "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" NA "8 m²" NA NA
"18" "29.9" "36" "1" " 3. kerület, Óbuda – Filatorigát " "jó állapotú" "1950-1980 között" "nincs megadva" "nincs megadva" "1" "nincs megadva" "nincs" "nincs megadva" "gáz (konvektor)" NA "nincs megadva" "nincs megadva" "dél" "utcai" "nincs megadva" "nem tetotéri" "nincs megadva" NA NA NA NA
"19" "57.4" "61" "2" " 14. kerület, Szentes utca " "újszeru" "2001-2010 között" "összkomfortos" "nincs megadva" "földszint" "2" "nincs megadva" "3 m-nél alacsonyabb" "nincs megadva" NA "nincs megadva" "külön helyiségben" "délkelet" "kertre nézo" "nincs megadva" "nincs megadva" "teremgarázs hely - kötelezo megvenni" NA "6 m²" NA "2 M Ft"
"20" "23.9" "25" "1" " 7. kerület, István utca " "közepes állapotú" "1950 elott" "összkomfortos" "nincs megadva" "2" "4" "nincs" "3 m vagy magasabb" "gáz (konvektor)" "van" "nem" "külön helyiségben" "nincs megadva" "nincs megadva" "nem" "nem tetotéri" "teremgarázs hely - bérelheto" NA NA NA "20 000 Ft/hó"
