"ar_millio" "alapterulet_m" "szobak_n" "cim" "ingatlan_allapota" "epites_eve" "komfort" "energiatanusitvany" "emelet" "epulet_szintjei" "lift" "belmagassag" "futes" "legkondicionalo" "akadalymentesitett" "furdo_es_wc" "tajolas" "kilatas" "kertkapcsolatos" "tetoter" "parkolas" "rezsikoltseg" "erkely" "panelprogram"
"11" "24.9" "35" "1" " 4. kerület, Lebstück Mária utca " "jó állapotú" NA "összkomfortos" "nincs megadva" "2" "10" "van" "nincs megadva" "távfutés" NA "nincs megadva" "egy helyiségben" "nincs megadva" "kertre nézo" "nincs megadva" "nincs megadva" "utca, közterület - ingyenes" "25 000 Ft/hó" NA "nincs megadva"
"12" "24.5" "27" "1" " 7. kerület, Marek József utca " "felújított" NA "összkomfortos" "nincs megadva" "2" "3" "nincs" "nincs megadva" "gáz (konvektor)" NA "nem" "egy helyiségben" "nincs megadva" "udvari" "nem" "nincs megadva" "utca, közterület" NA NA NA
"13" "42.9" "54" "2" " 2. kerület, Csatárka " "jó állapotú" "1950-1980 között" "összkomfortos" "nincs megadva" "9" "nincs megadva" "van" "3 m-nél alacsonyabb" "házközponti" "van" "nincs megadva" "külön helyiségben" "nincs megadva" "panorámás" "nincs megadva" NA "udvari beálló - benne van az árban" NA "5 m²" NA
"14" "42.9" "82" "2" " 7. kerület, Csengery utca " "felújítandó" NA "nincs megadva" "nincs megadva" "3" "3" "nincs" "nincs megadva" "gáz (konvektor)" NA "nincs megadva" "egy helyiségben" "délkelet" "udvari" "nincs megadva" "nincs megadva" "nincs megadva" NA NA NA
"15" "56.9" "61" "3" " 13. kerület, Hegedus Gyula utca " "felújított" "1950-1980 között" "összkomfortos" "nincs megadva" "5" "8" "van" "3 m-nél alacsonyabb" "gáz (konvektor)" "nincs" "igen" "külön helyiségben" "délkelet" "utcai" "nem" "nem tetotéri" "utca, közterület - fizetos övezet" NA NA NA
"16" "39" "51" "2" " 13. kerület, Kassák Lajos utca " "felújított" "1981-2000 között" "összkomfortos" "nincs megadva" "10" "nincs megadva" "van" "3 m-nél alacsonyabb" "távfutés" "van" "nincs megadva" "külön helyiségben" "nyugat" "utcai" "nincs megadva" "legfelso emelet, nem tetotéri" "utca, közterület - fizetos övezet" NA NA "nincs megadva"
"17" "62.5" "71" "2" " 9. kerület, Gabona utca " "felújított" NA "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "gáz (cirko)" NA "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" "nincs megadva" NA "4 m²" NA
"18" "97" "109" "4" " 3. kerület, Ürömhegy " "újszeru" "2001-2010 között" "luxus" "nincs megadva" "1" "nincs megadva" "nincs" "nincs megadva" "hoszivattyú, padlófutés" NA "nincs megadva" "nincs megadva" "délnyugat" "panorámás" "nincs megadva" "nincs megadva" "teremgarázs hely - benne van az árban" NA "103 m²" NA
"19" "49.5" "58" "1" " 6. kerület, Külso-Terézváros " "jó állapotú" "1950 elott" "nincs megadva" "nincs megadva" "2" "nincs megadva" "van" "3 m vagy magasabb" "gáz (cirko)" NA "nincs megadva" "nincs megadva" "északnyugat" "utcai" "nincs megadva" "nem tetotéri" "nincs megadva" NA NA NA
"20" "90.9" "180" "5" " 8. kerület, Józsefváros – Csarnoknegyed " "közepes állapotú" "1950 elott" "nincs megadva" "nincs megadva" "1" "4" "van" "3 m vagy magasabb" "gáz (cirko)" NA "nincs megadva" "külön helyiségben" "nyugat" "utcai" "nincs megadva" "nincs megadva" "nincs megadva" NA NA NA
