"ar_millio" "alapterulet_m" "szobak_n" "cim" "ingatlan_allapota" "epites_eve" "komfort" "energiatanusitvany" "emelet" "epulet_szintjei" "lift" "belmagassag" "futes" "legkondicionalo" "akadalymentesitett" "furdo_es_wc" "tajolas" "kilatas" "erkely" "kertkapcsolatos" "tetoter" "parkolas" "parkolohely_ara" "rezsikoltseg" "panelprogram"
"11" "74.9" "124" "3" " 2. kerület, Máriaremetei út 194. " "nincs megadva" "2018" "duplakomfortos" "nincs megadva" "2" "3" "nincs megadva" "3 m vagy magasabb" "gáz (cirko)" "van" "nincs megadva" "külön és egyben is" "délnyugat" "panorámás" "114 m²" "nincs megadva" "penthouse" "udvari beálló - benne van az árban" NA NA NA
"12" "27.1" "59" "2" " 15. kerület, Csobogós utca 9. " "jó állapotú" NA "összkomfortos" "nincs megadva" "10" "10" "van" "3 m-nél alacsonyabb" "házközponti" "nincs" "nincs megadva" "külön helyiségben" "nincs megadva" "panorámás" "3 m²" "nem" "nincs megadva" "utca, közterület" NA NA "nincs megadva"
"13" "34.99" "41" "1" " 13. kerület, Thurzó utca " "jó állapotú" "1950 elott" "összkomfortos" "nincs megadva" "2" "5" "van" "3 m-nél alacsonyabb" "gáz (konvektor)" "van" "nem" "egy helyiségben" "északkelet" "utcai" "1 m²" "nem" "nem tetotéri" "utca, közterület - fizetos övezet" NA "19 000 Ft/hó" NA
"14" "100" "80" "3" " 12. kerület, Németvölgy " "újszeru" "2018" "nincs megadva" "nincs megadva" "földszint" "6" "van" "3 m-nél alacsonyabb" "házközponti egyedi méréssel" "van" "igen" "külön és egyben is" "dél" "kertre nézo" "30 m²" "igen" "nem tetotéri" "teremgarázs hely - megvásárolható" "5 M Ft" NA NA
"15" "52.25" "55" "2" " 13. kerület, Visegrádi utca " "felújított" NA "összkomfortos" "nincs megadva" "4" "nincs megadva" "van" "nincs megadva" "gáz (cirko)" NA "nincs megadva" "nincs megadva" "nincs megadva" "udvari" "4 m²" "nincs megadva" "nincs megadva" "nincs megadva" NA NA NA
"16" "58.7" "70" "3" " 14. kerület, Gizella út 20. " "új építésu" "2019" "luxus" "AA+" "1" "4" "van" "3 m-nél alacsonyabb" "hoszivattyú, mennyezeti hutés-futés" "van" "igen" "külön és egyben is" "délkelet" "utcai" "6 m²" "nem" "nem tetotéri" "teremgarázs hely - megvásárolható" "3.8 M Ft" NA NA
"17" "49.9" "57" "2" " 9. kerület, Középso-Ferencváros – Rehabilitációs terület " "újszeru" "2001-2010 között" "összkomfortos" "nincs megadva" "földszint" "5" "nincs megadva" "nincs megadva" "házközponti egyedi méréssel" NA "igen" "külön helyiségben" "nyugat" "kertre nézo" "5 m²" "nem" "nincs megadva" "teremgarázs hely - kötelezo megvenni" "5 M Ft" "8 000 Ft/hó" NA
"18" "38.9" "57" "2" " 3. kerület, Kenyeres utca " "jó állapotú" "1950-1980 között" "összkomfortos" "nincs megadva" "félemelet" "4" "nincs" "3 m-nél alacsonyabb" "távfutés" NA "nem" "nincs megadva" "dél" "utcai" NA "nem" "nem tetotéri" "utca, közterület" NA NA NA
"19" "31.9" "17" "1" " 6. kerület, Révay utca " "felújított" "1950 elott" "összkomfortos" "nincs megadva" "földszint" "4" "nincs" "3 m vagy magasabb" "elektromos" "van" "nem" "egy helyiségben" "délkelet" "udvari" NA "nem" "nem tetotéri" "utca, közterület - fizetos övezet" NA "4 000 Ft/hó" NA
"20" "64.9" "67" "2" " 6. kerület, Bajcsy-Zsilinszky út " "nincs megadva" "2001-2010 között" "összkomfortos" "nincs megadva" "4" "4" "van" "nincs megadva" "házközponti egyedi méréssel" "van" "igen" "egy helyiségben" "nincs megadva" "panorámás" NA "nem" "nincs megadva" "utca, közterület" NA NA NA
