"ar_millio" "alapterulet_m" "szobak_n" "cim" "ingatlan_allapota" "epites_eve" "komfort" "energiatanusitvany" "emelet" "epulet_szintjei" "lift" "belmagassag" "futes" "akadalymentesitett" "furdo_es_wc" "tajolas" "kilatas" "erkely" "kertkapcsolatos" "tetoter" "parkolas" "rezsikoltseg" "legkondicionalo" "parkolohely_ara" "panelprogram"
"11" "12.3" "19" "1" " 13. kerület, Kassák Lajos utca " "felújított" "1950 elott" "összkomfortos" "nincs megadva" "szuterén" "3" "nincs" "3 m-nél alacsonyabb" "elektromos" "nem" "egy helyiségben" "északnyugat" "utcai" NA "nincs megadva" "nincs megadva" "utca, közterület - fizetos övezet" NA NA NA NA
"12" "41.8" "49" "2" " 13. kerület, Népfürdo utca " "felújított" "1950-1980 között" "összkomfortos" "nincs megadva" "9" "nincs megadva" "van" "3 m-nél alacsonyabb" "távfutés" "nincs megadva" "külön helyiségben" "délnyugat" "utcai" "3 m²" "nincs megadva" "nem tetotéri" "nincs megadva" NA NA NA "nem vett részt"
"13" "31.9" "51" "1" " 7. kerület, Garay utca " "jó állapotú" "1950 elott" "összkomfortos" "nincs megadva" "1" "4" "nincs" "3 m vagy magasabb" "gázkazán" "nincs megadva" "egy helyiségben" "északnyugat" "utcai" NA "nincs megadva" "nincs megadva" "utca, közterület - fizetos övezet" NA NA NA NA
"14" "29.9" "55" "1" " 16. kerület, Futórózsa utca " "jó állapotú" "1981-2000 között" "összkomfortos" "nincs megadva" "1" "nincs megadva" "nincs" "3 m-nél alacsonyabb" "házközponti" "nincs megadva" "külön helyiségben" "délkelet" "kertre nézo" "3 m²" "nincs megadva" "nem tetotéri" "nincs megadva" NA NA NA "nincs megadva"
"15" "84.9" "115" "3" " 6. kerület, Teréz körút " "felújítandó" NA "összkomfortos" "nincs megadva" "3" "nincs megadva" "nincs" "3 m vagy magasabb" "gáz (konvektor)" "nincs megadva" "külön helyiségben" "nincs megadva" "utcai" NA "nincs megadva" "nem tetotéri" "nincs megadva" NA NA NA NA
"16" "34.9" "25" "1" " 6. kerület, Hunyadi tér " "felújított" NA "összkomfortos" "nincs megadva" "földszint" "nincs megadva" "nincs megadva" "3 m vagy magasabb" "elektromos" "nincs megadva" "egy helyiségben" "északkelet" "kertre nézo" NA "nincs megadva" "nincs megadva" "nincs megadva" NA NA NA NA
"17" "56.5" "80" "3" " 16. kerület, Mátyásföld – Petofikert " "újszeru" "2011" "összkomfortos" "nincs megadva" "földszint" "2" "nincs" "3 m-nél alacsonyabb" "gáz (cirko), padlófutés" "nincs megadva" "külön és egyben is" "délkelet" "kertre nézo" "18 m²" "igen" "nincs megadva" "udvari beálló - benne van az árban" NA NA NA NA
"18" "39.9" "51" "2" " 3. kerület, Búza utca " "felújított" "1981-2000 között" "összkomfortos" "nincs megadva" "3" "10" "van" "nincs megadva" "házközponti" "igen" "külön helyiségben" "nyugat" "nincs megadva" "4 m²" "nincs megadva" "nincs megadva" "utca, közterület - ingyenes" NA "van" NA "nincs megadva"
"19" "101" "101" "3" " 5. kerület, Semmelweis utca " "közepes állapotú" "1950 elott" "duplakomfortos" "nincs megadva" "2" "4" "van" "3 m vagy magasabb" "egyéb" "nincs megadva" "külön és egyben is" "délnyugat" "utcai" NA "nem" "nem tetotéri" "utca, közterület - fizetos övezet" NA NA NA NA
"20" "77.2" "92" "4" " 4. kerület, Káposztásmegyer – Homoktövis lakópark " "felújított" "2001-2010 között" "duplakomfortos" "nincs megadva" "földszint" "nincs megadva" "nincs megadva" "nincs megadva" "gáz (cirko)" "nincs megadva" "nincs megadva" "nincs megadva" "kertre nézo" "8 m²" "igen" "nem tetotéri" "udvari beálló - benne van az árban" NA NA NA NA
